id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
1785,3096-IZETN,2018-10-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
1786,2348-KCJLT,2016-06-01,,One year,Yes,Mailed check,61.5,2722.2,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,No,0
1787,8401-EMUWF,2016-08-01,,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,DSL,Yes,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
1788,4193-IBKSW,2014-02-01,,Two year,No,Bank transfer (automatic),24.75,1769.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1789,5377-NDTOU,2014-03-01,,Two year,No,Mailed check,91.05,6293.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1790,5922-ABDVO,2018-06-01,2020-01-01,Month-to-month,No,Mailed check,89.65,1761.05,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,1
1791,2474-LCNUE,2018-03-01,,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
1792,0839-QNXME,2017-08-01,,Two year,No,Credit card (automatic),19.4,578.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1793,3506-OVLKD,2017-03-01,,One year,No,Bank transfer (automatic),26.2,954.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1794,9172-ANCRX,2019-03-01,2020-01-01,Month-to-month,Yes,Electronic check,98.7,973.25,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
1795,6650-VJONK,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
1796,2178-PMGCJ,2018-04-01,,Month-to-month,Yes,Mailed check,69.7,1490.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1797,7492-TAFJD,2019-07-01,,Two year,No,Mailed check,38.55,280.0,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
1798,2773-MADBQ,2017-02-01,,Two year,Yes,Mailed check,53.1,1901.25,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0
1799,6016-LVTJQ,2017-04-01,,Month-to-month,No,Mailed check,20.65,716.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1800,7860-KSUGX,2014-02-01,,Two year,No,Credit card (automatic),64.45,4720.0,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,0
1801,8966-KZXXA,2017-02-01,,Two year,No,Credit card (automatic),25.1,930.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1802,6910-HADCM,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,76.35,76.35,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
1803,4816-LXZYW,2018-02-01,2020-01-01,Month-to-month,Yes,Electronic check,79.15,1676.95,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,1
1804,9606-PBKBQ,2017-03-01,2019-11-01,Month-to-month,Yes,Electronic check,85.0,2642.05,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,1
1805,5149-QYTTU,2014-03-01,,One year,Yes,Credit card (automatic),95.15,6770.85,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
1806,2070-XYMFH,2018-03-01,,Month-to-month,Yes,Mailed check,79.35,1835.3,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,0
1807,2085-BOJKI,2018-09-01,,One year,Yes,Bank transfer (automatic),96.65,1588.25,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
1808,0817-HSUSE,2020-01-01,,Month-to-month,Yes,Electronic check,75.5,75.5,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
1809,5442-PPTJY,2019-02-01,,Two year,No,Mailed check,19.7,258.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1810,1927-QEWMY,2014-02-01,,Two year,No,Credit card (automatic),20.5,1502.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1811,1663-MHLHE,2020-01-01,,Month-to-month,No,Mailed check,19.2,19.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1812,5663-QBGIS,2014-02-01,,Two year,No,Bank transfer (automatic),98.35,6929.4,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,0
1813,4450-MDZFX,2015-02-01,,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1814,6701-DHKWQ,2015-01-01,,Two year,No,Credit card (automatic),51.35,3244.4,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0
1815,7554-AKDQF,2019-08-01,,Month-to-month,No,Mailed check,45.65,323.45,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,0
1816,3536-IQCTX,2017-02-01,2019-10-01,Month-to-month,No,Electronic check,85.3,2661.1,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,1
1817,4911-BANWH,2017-04-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Fiber optic,No,No,No,No,Yes,No,Female,0,No,Yes,Yes,1
1818,8496-EJAUI,2018-06-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,1
1819,0794-YVSGE,2014-02-01,,Two year,No,Bank transfer (automatic),20.3,1401.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1820,5423-BHIXO,2017-06-01,,Month-to-month,Yes,Electronic check,54.2,1739.6,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,0
1821,6908-VVYHM,2014-09-01,,Month-to-month,Yes,Electronic check,90.65,5931.0,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,0
1822,2959-EEXWB,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,DSL,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
1823,1839-UMACK,2016-08-01,,One year,No,Electronic check,25.05,949.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1824,3030-YDNRM,2019-06-01,,Month-to-month,Yes,Electronic check,74.85,572.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1825,7321-KKSDU,2017-06-01,,Two year,No,Mailed check,20.5,696.8,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1826,3402-XRIUO,2018-04-01,,Month-to-month,Yes,Mailed check,63.55,1381.8,DSL,Yes,Yes,No,Yes,No,No,Female,1,Yes,No,Yes,0
1827,3132-TVFDZ,2015-01-01,2019-10-01,Month-to-month,Yes,Electronic check,44.85,2572.95,DSL,No,No,No,No,Yes,Yes,Male,1,Yes,No,No,1
1828,8286-AFUYI,2020-01-01,,Month-to-month,No,Electronic check,47.95,47.95,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
1829,8080-DDEMJ,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,45.1,45.1,DSL,No,No,No,No,No,No,Male,1,No,No,No,1
1830,8356-WUAOJ,2020-01-01,,Month-to-month,Yes,Electronic check,45.0,45.0,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,0
1831,6365-MTGZX,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,96.0,2122.45,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,1
1832,1349-WXNGG,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1833,8058-DMYRU,2015-08-01,,Month-to-month,Yes,Electronic check,90.05,4931.8,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,Yes,0
1834,9350-ZXYJC,2019-10-01,,Two year,Yes,Credit card (automatic),25.3,116.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1835,6990-YNRIO,2014-08-01,2020-01-01,Two year,No,Bank transfer (automatic),108.65,6937.95,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
1836,8958-JPTRR,2015-06-01,,One year,No,Electronic check,24.3,1261.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
1837,6959-GQEGV,2016-05-01,,Month-to-month,Yes,Electronic check,75.95,3273.8,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
1838,3173-WSSUE,2014-03-01,,Two year,No,Credit card (automatic),19.7,1415.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1839,1265-HVPZB,2015-03-01,,One year,No,Credit card (automatic),66.4,3958.2,DSL,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,No,0
1840,4115-UMJFQ,2014-05-01,,One year,Yes,Bank transfer (automatic),35.75,2492.25,DSL,No,Yes,Yes,No,No,No,Male,0,No,No,No,0
1841,7369-TRPFD,2018-07-01,,One year,No,Mailed check,18.8,279.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1842,1098-KFQEC,2015-07-01,,Two year,No,Credit card (automatic),19.4,1083.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1843,7190-XHTWJ,2016-12-01,,One year,No,Mailed check,19.3,755.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1844,0621-TWIEM,2019-02-01,2019-12-01,Month-to-month,Yes,Electronic check,45.55,402.6,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1845,3537-RYBHH,2016-03-01,,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,DSL,Yes,Yes,Yes,No,No,No,Female,1,Yes,No,Yes,0
1846,2485-ITVKB,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,35.1,68.75,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,No,1
1847,3669-OYSJI,2019-11-01,2019-12-01,Month-to-month,No,Credit card (automatic),46.2,46.2,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1848,1612-EOHDH,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,45.15,45.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
1849,6702-OHFWR,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,43.3,43.3,DSL,No,Yes,Yes,No,No,Yes,Male,1,No,No,No,1
1850,5296-BFCYD,2016-04-01,,Two year,Yes,Mailed check,20.1,936.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1851,4510-PYUSH,2016-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,DSL,Yes,Yes,No,No,No,No,Female,1,No,No,No,1
1852,9359-JANWS,2014-09-01,,Two year,No,Credit card (automatic),58.9,3857.1,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,No,No,0
1853,7517-SAWMO,2018-05-01,2019-12-01,Month-to-month,Yes,Electronic check,73.2,1441.1,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,No,1
1854,4143-HHPMK,2015-08-01,2019-12-01,Month-to-month,Yes,Electronic check,85.35,4338.6,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No,1
1855,3279-DYZQM,2014-03-01,,Two year,No,Mailed check,19.45,1378.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1856,7054-LGEQW,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,45.95,45.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
1857,0523-VNGTF,2015-10-01,,Month-to-month,Yes,Electronic check,50.5,2566.3,DSL,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,No,0
1858,9575-IWCAZ,2019-08-01,,One year,No,Mailed check,25.1,171.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
1859,7105-MXJLL,2017-12-01,,One year,No,Mailed check,60.7,1597.4,DSL,No,No,Yes,No,No,Yes,Female,1,Yes,No,No,0
1860,7064-FRRSW,2016-02-01,,One year,Yes,Electronic check,99.0,4744.35,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,0
1861,7940-UQQUG,2014-10-01,,One year,Yes,Bank transfer (automatic),104.4,6721.6,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1862,0923-PNFUB,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,83.75,247.25,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,1
1863,3961-SXAXY,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
1864,7010-BRBUU,2014-02-01,,Two year,No,Credit card (automatic),24.1,1734.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1865,3566-HJGPK,2020-01-01,,Month-to-month,Yes,Mailed check,45.55,45.55,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
1866,3062-ICYZQ,2015-11-01,,Month-to-month,Yes,Electronic check,93.8,4539.35,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,0
1867,9938-PRCVK,2016-09-01,,Two year,No,Bank transfer (automatic),19.7,804.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1868,0973-KYVNF,2014-02-01,,Two year,Yes,Credit card (automatic),70.65,5011.15,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,No,0
1869,5129-HHMZC,2016-07-01,,Two year,No,Credit card (automatic),86.45,3574.5,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
1870,9637-CDTKZ,2014-02-01,,Two year,Yes,Credit card (automatic),114.1,8086.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1871,3946-JEWRQ,2016-03-01,,One year,Yes,Credit card (automatic),95.2,4563.0,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
1872,7873-CVMAW,2014-02-01,,Two year,No,Credit card (automatic),88.55,6362.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
1873,0463-WZZKO,2019-11-01,,Month-to-month,Yes,Credit card (automatic),20.75,67.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1874,3494-JCHRQ,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.05,70.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1875,6474-FVJLC,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,86.0,165.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
1876,4524-QCSSM,2017-12-01,,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,No,0
1877,5832-EXGTT,2017-09-01,,Month-to-month,Yes,Mailed check,60.2,1834.15,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
1878,8840-DQLGN,2016-11-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,1,Yes,No,Yes,1
1879,2039-JONDJ,2017-11-01,,One year,No,Bank transfer (automatic),55.45,1477.65,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,No,0
1880,7217-JYHOQ,2018-02-01,,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,No,0
1881,6695-FRVEC,2014-07-01,,Two year,Yes,Bank transfer (automatic),60.4,3953.7,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
1882,4547-LYTDD,2018-08-01,2019-12-01,Month-to-month,No,Electronic check,72.65,1194.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
1883,9894-QMIMJ,2018-03-01,,One year,No,Bank transfer (automatic),55.8,1327.85,DSL,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
1884,8069-YQQAJ,2018-12-01,,Month-to-month,Yes,Mailed check,31.1,419.7,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
1885,6770-XUAGN,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,21.0,21.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
1886,4193-ORFCL,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,45.1,45.1,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
1887,1636-NTNCO,2019-10-01,,Month-to-month,Yes,Credit card (automatic),50.95,207.35,DSL,No,Yes,No,No,Yes,Yes,Male,1,No,No,No,0
1888,3466-WAESX,2018-10-01,,Month-to-month,Yes,Electronic check,69.1,1083.7,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,Yes,Yes,0
1889,9281-PKKZE,2016-04-01,,Month-to-month,Yes,Electronic check,43.95,2007.85,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,No,No,0
1890,3638-VBZTA,2014-06-01,,Two year,Yes,Bank transfer (automatic),86.5,5882.75,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
1891,7459-IMVYU,2016-12-01,,Month-to-month,No,Electronic check,69.95,2657.55,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
1892,7776-QWNFX,2017-06-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,DSL,No,Yes,No,No,No,No,Male,1,Yes,No,No,1
1893,6689-TCZHQ,2019-07-01,2019-12-01,Month-to-month,No,Electronic check,78.95,378.4,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No,1
1894,8563-OYMQY,2018-09-01,,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,No,0
1895,0754-EEBDC,2019-10-01,,Two year,No,Mailed check,19.9,76.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1896,5777-ZPQNC,2019-02-01,,One year,No,Electronic check,20.15,260.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1897,1951-IEYXM,2014-02-01,,Two year,Yes,Credit card (automatic),90.6,6441.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
1898,3318-NMQXL,2019-11-01,,Month-to-month,Yes,Electronic check,92.0,266.8,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
1899,3143-ILDAL,2015-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.45,5124.6,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,1
1900,1022-RKXDR,2016-09-01,,One year,Yes,Mailed check,24.85,962.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1901,2361-FJWNO,2016-10-01,,One year,No,Credit card (automatic),36.0,1382.9,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
1902,2272-UOINI,2019-07-01,,Month-to-month,Yes,Electronic check,78.5,571.05,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,0
1903,8232-UTFOZ,2014-05-01,,Two year,No,Credit card (automatic),19.95,1399.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1904,3750-YHRYO,2019-07-01,,One year,No,Mailed check,20.65,150.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1905,6637-KYRCV,2019-09-01,,Month-to-month,Yes,Electronic check,30.5,167.2,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
1906,5668-MEISB,2014-02-01,,Two year,No,Credit card (automatic),106.1,7657.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
1907,0129-QMPDR,2016-06-01,,One year,Yes,Bank transfer (automatic),20.5,865.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1908,7188-CBBBA,2014-09-01,,One year,Yes,Electronic check,95.5,6153.85,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
1909,5356-CSVSQ,2019-11-01,,Month-to-month,No,Electronic check,64.6,174.2,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,0
1910,3221-CJMSG,2018-02-01,,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
1911,4720-VSTSI,2016-02-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,Yes,1
1912,3219-JQRSL,2014-02-01,,Two year,No,Credit card (automatic),89.1,6352.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
1913,2801-NISEI,2018-02-01,,Month-to-month,No,Electronic check,54.95,1348.5,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,No,0
1914,3946-MHCZW,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,50.9,50.9,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
1915,4623-ZKHLY,2018-04-01,,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
1916,6732-VAILE,2014-04-01,,Two year,Yes,Credit card (automatic),85.95,5931.75,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
1917,8201-AAXCB,2018-01-01,,Month-to-month,No,Electronic check,60.35,1404.65,DSL,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
1918,7696-CFTAT,2017-01-01,,Two year,No,Bank transfer (automatic),19.8,726.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1919,1845-CSBRZ,2018-04-01,,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,Fiber optic,No,No,No,No,Yes,No,Female,1,Yes,Yes,Yes,0
1920,2123-VSCOT,2015-03-01,,Two year,Yes,Bank transfer (automatic),72.1,4194.85,DSL,No,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
1921,6651-AZVTJ,2015-10-01,2019-11-01,Month-to-month,Yes,Electronic check,99.8,4872.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
1922,4566-GOLUK,2016-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
1923,2484-DGXPZ,2017-06-01,2020-01-01,Month-to-month,Yes,Mailed check,19.55,658.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
1924,2018-QKYGT,2020-01-01,,Month-to-month,Yes,Electronic check,81.05,81.05,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
1925,2792-VPPET,2019-11-01,,Month-to-month,Yes,Electronic check,20.5,76.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1926,7409-JURKQ,2015-09-01,,One year,Yes,Bank transfer (automatic),111.8,5809.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
1927,1964-SVLEA,2018-06-01,,One year,Yes,Mailed check,19.7,415.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1928,4587-NUKOX,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,79.1,246.5,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,No,No,1
1929,7297-DVYGA,2015-11-01,,One year,Yes,Bank transfer (automatic),19.85,996.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1930,2239-CGBUZ,2015-11-01,,One year,Yes,Bank transfer (automatic),60.5,3145.15,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
1931,0854-UYHZD,2019-01-01,,Two year,No,Mailed check,19.55,265.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1932,7243-LCGGZ,2020-01-01,,Month-to-month,No,Mailed check,20.9,20.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1933,8267-KFGYD,2020-01-01,,Month-to-month,Yes,Mailed check,21.05,21.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1934,4890-VMUAV,2014-11-01,,One year,No,Electronic check,71.5,4576.3,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
1935,9261-WDCAF,2019-11-01,,Month-to-month,No,Mailed check,54.65,189.1,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,0
1936,3764-MNMOI,2016-04-01,,Two year,No,Credit card (automatic),19.2,908.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1937,7442-YGZFK,2020-01-01,,Month-to-month,Yes,Credit card (automatic),49.8,49.8,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,0
1938,0420-BWTPW,2019-02-01,2019-10-01,Month-to-month,No,Mailed check,25.5,215.2,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,1
1939,8229-BUJHX,2014-03-01,,Two year,No,Bank transfer (automatic),20.5,1500.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1940,7449-HVPIV,2015-07-01,,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
1941,5504-WSIUR,2014-04-01,,One year,Yes,Bank transfer (automatic),90.25,6385.95,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,0
1942,8183-ONMXC,2019-10-01,2019-12-01,Month-to-month,No,Electronic check,80.75,159.45,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
1943,8466-PZBLH,2014-07-01,,Two year,No,Bank transfer (automatic),104.6,6885.75,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
1944,9614-RMGHA,2014-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,1
1945,8735-IJJEG,2018-12-01,,Month-to-month,No,Credit card (automatic),50.2,668.85,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,0
1946,0564-MUUQK,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
1947,5054-IEXZT,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,75.35,75.35,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,No,1
1948,5834-ASPWA,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,75.45,75.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
1949,0701-RFGFI,2016-01-01,,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
1950,0019-EFAEP,2014-02-01,,Two year,Yes,Bank transfer (automatic),101.3,7261.25,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
